t,theta
10.626566416040099,-0.016920708612527716
10.676691729323307,-0.035689257534191665
10.726817042606516,-0.03401102971593826
10.776942355889723,
10.827067669172932,-0.013068104069555865
10.87719298245614,0.008926104120815334
10.927318295739347,-0.037447894791895364
10.977443609022556,-0.054935391516770744
11.027568922305765,-0.04164349614885609
11.077694235588972,-0.02815213756115422
11.12781954887218,-0.030263903002381933
11.177944862155387,-0.067871056332912
11.228070175438596,-0.032060012112692826
11.278195488721805,-0.027035877061627876
11.328320802005011,0.042842222883566386
11.37844611528822,0.025111793538840837
11.428571428571427,-0.055037915884614194
11.478696741854636,-0.03606988699259332
11.528822055137844,-0.06914691470108858
11.578947368421051,-0.04057573698691097
11.62907268170426,-0.010841948906558065
11.679197994987469,0.018535465347458535
11.729323308270676,-0.03674730550151958
11.779448621553884,-0.03166861548337329
11.829573934837093,-0.07359704281604157
11.8796992481203,-0.011186612008181208
11.929824561403509,-0.03533002447240511
11.979949874686715,-0.01654193901900733
12.030075187969924,-0.024242149342751745
12.080200501253133,0.0018571545409486225
12.13032581453634,-0.0455494730846027
12.180451127819548,-0.03447667125003925
12.230576441102755,0.07560039439365658
12.280701754385964,-0.02489220195814483
12.330827067669173,-0.017360899928509133
12.38095238095238,0.07225482233259457
12.431077694235588,0.10568700911567347
12.481203007518797,-0.015448890834712764
12.531328320802004,0.009584434192203903
12.581453634085213,0.03158060194724703
12.631578947368421,0.07366505675738524
12.681704260651628,-0.007561015867210932
12.731829573934837,0.014701730585023842
12.781954887218044,0.04517688318573537
12.832080200501252,0.03448623865246212
12.882205513784461,0.009545203192030461
12.932330827067668,0.016013943015502845
12.982456140350877,-0.022193885280645562
13.032581453634084,0.010772562109773405
13.082706766917292,0.008647321172906614
13.132832080200501,0.02219850542608853
13.182957393483708,-0.0029409955376111813
13.233082706766917,0.0262595520207327
13.283208020050125,0.04081718178822679
13.333333333333332,0.013367370750715101
13.38345864661654,0.017491151135374014
13.43358395989975,0.006750773138765261
13.483709273182956,0.0033780989969974346
13.533834586466165,-0.02003235835252247
13.583959899749372,0.009384235411874449
13.63408521303258,-0.00470196489430986
13.68421052631579,0.05940610938252777
13.734335839598996,0.04228722756070756
13.784461152882205,
13.834586466165412,-0.030561406417621714
13.88471177944862,-0.04225245290165067
13.93483709273183,0.02576746728090609
13.984962406015036,-0.0030402661167293742
14.035087719298245,0.0026620099163495326
14.085213032581454,-0.06475898201787461
14.13533834586466,0.01486563799981263
14.185463659147869,0.0002830426228236059
14.235588972431078,-0.04691086611035411
14.285714285714285,-0.027850194472374572
14.335839598997493,-0.005760715176245679
14.3859649122807,-0.01193171354404018
14.436090225563909,-0.02197567039811609
14.486215538847118,-0.015898063491655005
14.536340852130325,-0.019821419647451283
14.586466165413533,-0.007048347336043775
14.63659147869674,0.033252542973987886
14.686716791979949,-0.08707293128987241
14.736842105263158,-0.01628426721846866
14.786967418546364,-0.0029246684066080043
14.837092731829573,0.0016714074054281361
14.887218045112782,-0.017312885345105673
14.937343358395989,-0.05777444226141018
14.987468671679197,0.005867839843921265
15.037593984962406,0.048955925415082764
15.087719298245613,-0.04777745299329596
15.137844611528822,0.02524094789247883
15.187969924812029,-0.00946749085463184
15.238095238095237,-0.00042461603157979374
15.288220551378446,-0.029189414051693285
15.338345864661653,-0.006706540890672539
15.388471177944862,2.9201037329132555
15.438596491228068,0.022477836534538956
15.488721804511277,0.057696212992915566
15.538847117794486,0.04169966626950711
15.588972431077693,0.020117997648089816
15.639097744360901,0.059745984006589224
15.68922305764411,0.020992517894783083
15.739348370927317,0.032968062674594095
15.789473684210526,-0.000552482449613716
15.839598997493734,0.010468295603007513
15.889724310776941,-0.012411095981695265
15.93984962406015,0.03815345895782481
15.989974937343357,-0.027011239647732922
16.040100250626566,2.903294554320018
16.090225563909772,0.0021305120512167593
16.140350877192983,0.042637061748815853
16.19047619047619,0.029611516504004298
16.240601503759397,0.06123281004299393
16.290726817042607,0.0280132074999679
16.340852130325814,-0.041639434329729615
16.39097744360902,0.0029071959523465298
16.441102756892228,-0.03088108148858076
16.49122807017544,-0.011929385687284895
16.541353383458645,0.048279495446472975
16.591478696741852,0.021383219238911382
16.641604010025063,-0.019398166614838952
16.69172932330827,-0.02952439414409139
16.741854636591476,0.0011994187996499078
16.791979949874687,-0.03693427053286969
16.842105263157894,-0.02120140968865534
16.8922305764411,-1.9675767140534044
16.94235588972431,0.03242540750678443
16.992481203007518,0.01550153406813348
17.042606516290725,-0.07198441202918925
17.092731829573935,0.005447318060806032
17.142857142857142,-0.001911218107441704
17.19298245614035,0.008007736809671154
17.24310776942356,0.04379416393159319
17.293233082706767,-0.06681762464755815
17.343358395989974,-0.022826488814540174
17.39348370927318,0.012516401941713006
17.44360902255639,-0.05272099656776946
17.493734335839598,0.03899694166070697
17.543859649122805,0.00581329757327884
17.593984962406015,0.020254750107485342
17.644110275689222,-0.02212837798107302
17.69423558897243,0.01960077805768904
17.74436090225564,0.027471984413202713
17.794486215538846,0.0026726632781528
17.844611528822053,0.003021551947467827
17.894736842105264,0.004433714435956165
17.94486215538847,-0.029216571200544394
17.994987468671678,-0.0073595761184621425
18.045112781954884,-0.00710920544223991
18.095238095238095,0.009381678578137648
18.145363408521302,0.02829670740120267
18.19548872180451,-0.03302769409480275
18.24561403508772,2.0216589391202215
18.295739348370926,0.04402049276579919
18.345864661654133,-0.02231705578269973
18.395989974937343,-0.02427531040165031
18.44611528822055,0.006847196908831866
18.496240601503757,0.02647626072154098
18.546365914786968,0.0018319925969872558
18.596491228070175,0.04167759606150073
18.64661654135338,0.027804804354534845
18.696741854636592,0.027618352570579277
18.7468671679198,0.019218843353910785
18.796992481203006,0.07262400353667718
18.847117794486216,-0.003194918699020391
18.897243107769423,-0.05701439978212467
18.94736842105263,0.05131576598577134
18.997493734335837,-0.010480389424263372
19.047619047619047,0.006515458962127685
19.097744360902254,0.0425607381294521
19.14786967418546,-0.04483064310550271
19.19799498746867,-0.03438027203461887
19.24812030075188,-0.0449665278740643
19.298245614035086,-0.020877116032952208
19.348370927318296,0.01598577963696809
19.398496240601503,0.018348812737326758
19.44862155388471,0.010717090121331088
19.49874686716792,-0.040166694491942906
19.548872180451127,-0.0673150295765695
19.598997493734334,0.003377567248439685
19.64912280701754,-0.01265757297580273
19.69924812030075,0.015018677521010156
19.74937343358396,0.02203253348088574
19.799498746867165,0.004856150989776685
19.849624060150376,0.023248722974433703
19.899749373433583,0.007060321531085322
19.94987468671679,0.015831076742234388
20.0,-0.021457655640770967
