,t,theta
69,5.76,-0.36925933162164315
70,5.800000000000001,-0.4729582229692461
71,5.84,-0.5518579320363138
72,5.88,-0.44834188939118425
73,5.92,-0.36744885586012094
74,5.96,-0.45637929435380975
75,6.0,-0.38846837978317533
76,6.04,-0.38597394326542284
77,6.08,-0.17215755493886295
78,6.12,-0.34353670779442824
79,6.16,-0.28377904830333045
80,6.2,-0.36651873733134765
81,6.24,-0.21648054910360714
82,6.28,-0.1018949885017165
83,6.32,-0.2401069096517871
84,6.359999999999999,-0.296172255396328
85,6.4,-0.17030383549160477
86,6.4399999999999995,-0.07466263193330128
87,6.48,-0.06815646607398203
88,6.52,-0.07957026367940692
89,6.5600000000000005,-0.16106682669373262
90,6.6,0.04016647961497058
91,6.640000000000001,-0.03137067408229647
92,6.68,-0.0652595295202388
93,6.720000000000001,-0.09562795985982277
94,6.76,-0.09950351636749144
95,6.800000000000001,-0.1011798509514883
96,6.84,0.09072834159741024
97,6.88,0.20587381918300954
98,6.92,0.07074602042735101
99,6.96,0.16378357953436593
100,7.0,0.2693520008454129
101,7.04,0.16770038000969095
102,7.08,0.13888355529207363
103,7.12,0.03311588203592723
104,7.16,0.21116865277445382
105,7.2,0.021554906453284645
106,7.24,0.09203333634552889
107,7.28,0.2121051053263799
108,7.32,0.14282216451998883
109,7.36,0.2832808849742898
110,7.4,0.3391221153358318
111,7.44,0.4497699106166688
112,7.48,0.31142468859070815
113,7.5200000000000005,0.38281861559330826
114,7.5600000000000005,0.33388220546135394
115,7.6000000000000005,0.27612780644924195
116,7.64,0.21280972415046906
117,7.68,0.44126678071199044
118,7.72,0.33573507690179843
119,7.76,0.429776539633686
120,7.8,0.28497797922098167
121,7.84,0.3776567882851871
122,7.88,0.3324812090862461
123,7.92,0.3565022340631814
124,7.96,0.3123699885365507
125,8.0,0.3456049092126423
126,8.04,0.23776612105232595
127,8.08,0.3477860259368207
128,8.120000000000001,0.38065607119443245
129,8.16,0.49319710061818783
130,8.2,0.4015796155981418
131,8.24,0.21317233583804213
132,8.280000000000001,0.4119442323677377
133,8.32,0.30895061282371705
134,8.36,0.43256706213156926
135,8.4,0.5114953411769544
136,8.440000000000001,0.4019218980387041
137,8.48,0.29878661440018905
138,8.52,0.41704796785461573
139,8.56,0.3102944146244423
140,8.600000000000001,0.2921724951496016
141,8.64,0.39892197001980634
142,8.68,0.3316940721246194
143,8.719999999999999,0.3136741768331611
144,8.76,0.3554160879683182
145,8.8,0.3955102060567258
146,8.84,0.17673947987949798
147,8.879999999999999,0.20871871065099634
148,8.92,0.14823710048915026
149,8.96,0.296426399484093
150,9.0,0.2652668844329343
151,9.04,0.23987299058317235
152,9.08,0.34523231292218487
153,9.120000000000001,0.18948908478844398
154,9.16,0.3817709068750802
155,9.2,0.2538438017277939
156,9.24,0.33479031010483534
157,9.280000000000001,0.3747528622042446
158,9.32,0.09783287661546453
159,9.36,0.24681202085422155
160,9.4,0.07225901421839458
161,9.440000000000001,0.11501723353589301
162,9.48,0.0933762129276387
163,9.52,0.15672119881486588
164,9.56,0.20163140371478872
165,9.600000000000001,0.12280893015938281
166,9.64,0.11763305506164536
167,9.68,0.05336939984400063
168,9.719999999999999,0.05638005807182955
169,9.76,0.11206230257685244
170,9.8,0.17832162488008793
171,9.84,0.13630140578444178
172,9.879999999999999,0.13096600481857085
173,9.92,0.001626111068401364
174,9.96,-0.052030443748226456
175,10.0,-0.03249769314257251
176,10.04,-0.09303175128392352
177,10.08,-0.038722567153878285
178,10.120000000000001,-0.0699438733432816
179,10.16,-0.04798184820594642
180,10.2,-0.1781933731864102
181,10.24,-0.06754964648675027
182,10.280000000000001,0.03130394375829158
183,10.32,-0.15090753959302017
184,10.36,-0.15601764640613008
185,10.4,-0.10709873262885382
186,10.440000000000001,0.019417145463034746
187,10.48,-0.1813767094455233
188,10.52,-0.25643574655802825
189,10.56,-0.255194847685132
190,10.600000000000001,-0.16135246305844964
191,10.64,-0.3212323278177651
192,10.68,-0.2623356202914926
193,10.719999999999999,-0.2573096091440981
194,10.76,0.015125344170607291
195,10.8,-0.19462203843119708
196,10.84,-0.19261723210166976
197,10.879999999999999,-0.2574322543129361
198,10.92,-0.18412774978442628
199,10.96,-0.09872862416929992
200,11.0,-0.20569347895565304
201,11.040000000000001,-0.22583754354473323
202,11.08,-0.2497567827741443
203,11.120000000000001,-0.2691764484408993
204,11.16,-0.24275893926679282
205,11.2,-0.2333981293795021
206,11.24,-0.2339375538415879
207,11.28,-0.20826774693090838
208,11.32,-0.460143130086353
209,11.36,-0.21001341347883218
210,11.4,-0.2789744677125783
211,11.44,-0.2735451973501879
212,11.48,-0.3805521528579975
213,11.52,-0.2407621559610117
214,11.56,-0.44154346615729695
215,11.6,-0.22346746325248074
216,11.64,-0.19533638912557194
217,11.68,-0.24642561981707695
218,11.72,-0.26145157312175404
219,11.76,-0.27977874851314816
220,11.8,-0.35785385581061835
221,11.84,-0.21579783738922798
222,11.88,-0.23955474879525337
223,11.92,-0.260108790979324
224,11.96,-0.24555835657974556
225,12.0,-0.143496823357588
226,12.040000000000001,-0.23806559230686358
227,12.08,-0.203260574668988
228,12.120000000000001,-0.15714174215240834
229,12.16,-0.2499783401946717
230,12.200000000000001,-0.1372624296781311
231,12.24,-0.10156529922652856
232,12.28,0.010091168845378307
233,12.32,-0.10525848845607522
234,12.36,-0.178219340161325
235,12.4,-0.2198011127509388
236,12.44,-0.40980149797700194
237,12.48,-0.0797922151529847
238,12.52,-0.11702829215954755
239,12.56,0.021098367046100658
240,12.6,-0.19705019006598884
241,12.64,-0.053271359785017666
242,12.68,-0.06968055004921063
243,12.72,-0.2289427616873163
244,12.76,0.008157644104148903
245,12.8,0.012124088306344746
246,12.84,0.056486802304406544
247,12.88,-0.11393184401162232
248,12.92,-0.13167138716015844
249,12.96,-0.1295191255134814
250,13.0,0.027174540547946345
251,13.040000000000001,-0.13520599359471047
252,13.08,-0.011297495248413931
253,13.120000000000001,-0.13095101462053793
254,13.16,-0.015547691553005026
255,13.200000000000001,0.07831946730650705
256,13.24,0.02975479564410851
257,13.28,-0.023157605904529387
258,13.32,0.03068076930295121
259,13.36,0.10330282759658989
260,13.4,0.011548119835954433
261,13.44,0.07959013953417604
262,13.48,0.0861837513884383
263,13.52,0.045789607046887795
264,13.56,0.03850920393592023
265,13.6,0.03766298812382926
266,13.64,0.04339740255960811
267,13.68,-0.00012646123186575708
268,13.72,0.0999401028030633
269,13.76,0.1714734781283424
270,13.8,0.10226566903344143
271,13.84,0.03322395538298273
272,13.88,0.17917327376772346
273,13.92,0.15690953026761012
274,13.96,-0.0031511347936475087
275,14.0,-0.013736933266031315
276,14.040000000000001,0.15558043514809156
277,14.08,0.06525186277308413
278,14.120000000000001,0.07397742094835764
279,14.16,0.03490607281965771
280,14.200000000000001,0.1486851984767452
281,14.24,0.2827778588125405
282,14.28,0.17535315252127492
283,14.32,0.3618986222085671
284,14.36,0.0860631851789122
285,14.4,0.15663602387567294
286,14.44,0.1661371001753482
287,14.48,0.17817025428940553
288,14.52,0.17713129362278904
289,14.56,0.1769332502145758
290,14.6,0.23327880842978987
291,14.64,0.2707506654560323
292,14.68,0.20862534107144282
293,14.72,0.12254485610731466
294,14.76,0.20221400446252807
295,14.8,0.2850475665626274
296,14.84,0.10542060398341561
297,14.88,0.2943596297310964
298,14.92,0.21752800146791915
299,14.96,0.33770577853928974
300,15.0,0.16628416072783894
301,15.040000000000001,0.2383790296860434
302,15.08,0.15973844014423538
303,15.120000000000001,0.21709643600048872
304,15.16,0.1330999112414862
305,15.200000000000001,0.14489566155882627
306,15.24,0.1574033992897453
307,15.280000000000001,0.03390386783583835
308,15.32,0.07960244168393221
309,15.36,0.2309191463139288
310,15.4,0.18454143367119105
311,15.44,0.06270597079695034
312,15.48,0.049661972506204244
313,15.52,0.15848466770510994
314,15.56,0.08077954248832825
315,15.6,0.08452190966070174
316,15.64,0.010067501255471678
317,15.68,0.05650146940917965
318,15.72,0.057621743057447924
319,15.76,0.043735287319283556
320,15.8,0.12075051742384499
321,15.84,0.0058037142063664116
322,15.88,0.326593435120367
323,15.92,0.0681246656071897
324,15.96,0.0415399378402334
325,16.0,0.030762855558579338
326,16.04,0.04203518371330779
327,16.08,0.1410528729772657
328,16.12,-0.04443181772020799
329,16.16,-0.1106105765554532
330,16.200000000000003,0.02170135488687443
331,16.240000000000002,0.08261493978302854
332,16.28,-0.08554845501974584
333,16.32,-0.16230462136032353
334,16.36,0.030941708382328615
335,16.4,-0.07954683673692933
336,16.439999999999998,-0.05090452132702087
337,16.48,0.017918539576847917
338,16.52,0.029854466165093192
339,16.560000000000002,0.04552859623515485
340,16.6,0.026190885423549623
341,16.64,-0.15110245689124088
342,16.68,-0.10351894724155225
343,16.72,-0.19843214298792136
344,16.759999999999998,-0.015273764522056199
345,16.8,0.04542655441835644
346,16.84,-0.14933508152644454
347,16.880000000000003,-0.16025791442081222
348,16.92,-0.10115363465818576
349,16.96,-0.07782568119252287
350,17.0,-0.0868847148758306
351,17.04,-0.12023108006459665
352,17.08,-0.06265618127182565
353,17.12,-0.18631587679577183
354,17.16,-0.2239155314988457
355,17.200000000000003,-0.13641908265181762
356,17.240000000000002,-0.004828562709766129
357,17.28,-0.1096860881081035
358,17.32,-0.18481693721054693
359,17.36,-0.1743345753997842
360,17.4,-0.1529906272015554
361,17.439999999999998,-0.15304608312289597
362,17.48,-0.1068275580054446
363,17.52,-0.001328155496798905
364,17.560000000000002,-0.138448567517829
365,17.6,-0.06133579987199515
366,17.64,-0.16226397289457808
367,17.68,-0.15174739269844284
368,17.72,-0.16073691899297657
369,17.759999999999998,-0.1715603735895898
370,17.8,-0.15870371497135058
371,17.84,-0.03330396663917759
372,17.880000000000003,-0.24568380559860714
373,17.92,-0.13033878703363663
374,17.96,-0.047384257329568163
375,18.0,-0.1448395455555398
376,18.04,-0.15510867635034348
377,18.08,-0.2552713032579279
378,18.12,-0.11193955157309379
379,18.16,-0.22463887614038996
380,18.200000000000003,-0.034347573578386026
381,18.240000000000002,-0.010461979591606038
382,18.28,-0.004833341994458534
383,18.32,-0.20598105053679658
384,18.36,-0.18247816194826638
385,18.4,-0.045734867770182305
386,18.439999999999998,-0.09602345047975032
387,18.48,-0.066808702717673
388,18.52,-0.23542405420155393
389,18.560000000000002,-0.16790850465321744
390,18.6,-0.07094898111800393
391,18.64,-0.14707845016089022
392,18.68,-0.038769699789997655
393,18.72,0.017328815032373546
394,18.759999999999998,-0.13464398140530398
395,18.8,-0.026239318055694856
396,18.84,-0.10136329730829173
397,18.880000000000003,-0.02921392300743704
398,18.92,0.0453423209042578
399,18.96,0.006628599218394593
400,19.0,-0.15345101075227474
401,19.04,0.01681615953818333
402,19.080000000000002,-0.12930531598492181
403,19.12,-0.10827292810559572
404,19.16,-0.2798583276922153
405,19.2,0.06335099441290906
406,19.240000000000002,-0.05185892811621619
407,19.28,-0.2338812342323109
408,19.32,0.14248141280413076
409,19.36,0.08740519461992326
410,19.4,0.06263937865867389
411,19.44,-0.10881295147593564
412,19.48,0.132564719234733
413,19.52,-0.1848518947075296
414,19.56,-0.09567671394123554
415,19.6,0.07871842911723842
416,19.64,-0.02765739479827337
417,19.68,-0.06233679131259867
418,19.72,0.01679992009784237
419,19.76,0.01952879145048049
420,19.8,0.0344000981897035
421,19.84,0.0706388528455552
422,19.88,0.0574310782781538
423,19.92,0.03473845827056236
424,19.96,-0.06896764049173654
425,20.0,0.07707533986266202
426,20.04,-0.024757338990599842
427,20.080000000000002,-0.01597745932079772
428,20.12,0.05829696072709654
429,20.16,0.10846025315398056
430,20.2,0.018441906028329243
431,20.240000000000002,0.23040752995458916
432,20.28,0.09895404033011335
433,20.32,0.04235703258828323
434,20.36,0.0598504681110609
435,20.400000000000002,0.1854513410966006
436,20.44,0.10178832225014697
437,20.48,0.1383291284104496
438,20.52,0.025199282488910513
439,20.56,0.0864114042289693
440,20.6,0.095270771147307
441,20.64,0.19474596329384614
442,20.68,0.038494114757503625
443,20.72,0.1290680386620416
444,20.76,0.06479451031539597
445,20.8,0.06261045839217878
446,20.84,0.0025059840412209183
447,20.88,0.10109158752814086
448,20.92,0.13493961117171946
449,20.96,0.032126509059343736
450,21.0,0.1427136516613613
451,21.04,0.17907547821258557
452,21.080000000000002,0.207341954278768
453,21.12,0.14005282672553537
454,21.16,0.029832258597180236
455,21.2,0.06290224626223184
456,21.240000000000002,0.07860788004406594
457,21.28,0.050303374494644795
458,21.32,0.11809505352605702
459,21.36,0.1506256138833837
460,21.400000000000002,0.21636699244604818
461,21.44,0.10552803184359459
462,21.48,0.16069967277908503
463,21.52,0.06203611061762525
464,21.56,0.01746573128557305
465,21.6,0.031133425492013173
466,21.64,0.15095562031778564
467,21.68,0.08199632590519085
468,21.72,-0.04470786392315576
469,21.76,0.1104341832953879
470,21.8,0.0633295736509043
471,21.84,0.030033038690462942
472,21.88,0.12085095034182486
473,21.92,0.044222061210684005
474,21.96,0.03811728789080425
475,22.0,0.0027328779697857464
476,22.04,-0.07013641166533593
477,22.080000000000002,0.19124588205594698
478,22.12,0.1665198214810188
479,22.16,0.05205201324342386
480,22.2,0.06848463476968034
481,22.240000000000002,0.2536127141557357
482,22.28,0.11945708262500594
483,22.32,0.1111709232037017
484,22.36,0.05712597686051368
485,22.400000000000002,0.0355134734532691
486,22.44,-0.19204932853603388
487,22.48,-0.01793329889074826
488,22.52,-0.03633255863028615
489,22.56,-0.03144124665524999
490,22.6,-0.01318187763038259
491,22.64,0.02516196899801093
492,22.68,-0.0685234220135697
493,22.72,0.02257133165697063
494,22.76,0.046712077194792125
495,22.8,0.03978442295876304
496,22.84,-0.024287950647580853
497,22.88,-0.08701218381107505
498,22.92,-0.11548888400191304
499,22.96,0.10661050635131447
500,23.0,-0.05375203219970422
